PLAYER NAME,PLAYER TEAM,PLAYER POSITION,LOC,OPP,STATUS,PROJ,PASSING C/A,PASSING YDS,PASSING TD,PASSING INT,RUSHING CAR,RUSHING YDS,RUSHING TD,RECEIVING REC,RECEIVING YDS,RECEIVING TD,RECEIVING TAR,MISC 2PC,MISC FUML,MISC TD,TOTAL
Kevin Rader,Ten,TE,Home,Atl,W 28-23,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Malik Taylor,NYJ,WR,Away,NYG,W 13-10,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cooper Rush,Dal,QB,Home,LAR,W 43-20,0.0,2/3,3,0,0,3,-3,0,0,0,0,0,0,0,0,-0.18
Trent Taylor,Chi,WR,Away,LAC,L 13-30,0.5,0/0,0,0,0,1,-2,0,0,0,0,0,0,0,0,-0.2
Marquise Goodwin,Cle,WR,Away,Sea,L 20-24,3.0,0/0,0,0,0,1,-5,0,0,0,0,0,0,0,0,-0.5
Dee Eskridge,Sea,WR,Home,Cle,W 24-20,0.0,0/0,0,0,0,1,-5,0,0,0,0,0,0,0,0,-0.5
Tank Bigsby,Jax,RB,Away,Pit,W 20-10,2.8,0/0,0,0,0,3,9,0,0,0,0,0,0,1,0,-1.1
Jaren Hall,Min,QB,Away,GB,W 24-10,0.0,3/4,23,0,0,2,-1,0,0,0,0,0,0,1,0,-1.18
Malik Willis,Ten,QB,Home,Atl,W 28-23,1.2,0/0,0,0,0,2,4,0,0,0,0,0,0,1,0,-1.6
C.J. Stroud,Hou,QB,Home,TB,W 39-37,16.2,30/42,470,5,0,0,10,0,0,0,0,0,0,0,0,41.8
Tank Dell,Hou,WR,Home,TB,W 39-37,11.0,0/0,0,0,0,2,2,0,6,114,2,11,0,0,0,29.6
Dak Prescott,Dal,QB,Away,Phi,L 23-28,17.4,29/44,374,3,0,6,14,0,0,0,0,0,0,0,0,28.36
CeeDee Lamb,Dal,WR,Away,Phi,L 23-28,19.0,0/0,0,0,0,0,0,0,11,191,0,16,0,1,0,28.1
Rachaad White,TB,RB,Away,Hou,L 37-39,13.3,0/0,0,0,0,20,73,2,4,46,0,4,0,0,0,27.9
Noah Brown,Hou,WR,Home,TB,W 39-37,8.1,0/0,0,0,0,0,0,0,6,153,1,6,0,0,0,27.3
Dalton Schultz,Hou,TE,Home,TB,W 39-37,10.8,0/0,0,0,0,0,0,0,10,130,1,11,0,1,0,27.0
Jalen Hurts,Phi,QB,Home,Dal,W 28-23,21.0,17/23,207,2,0,10,36,1,0,0,0,0,0,0,0,25.88
Joshua Dobbs,Min,QB,Away,Atl,W 31-28,0.0,20/30,158,2,0,7,66,1,0,0,0,0,0,2,0,24.92
Amari Cooper,Cle,WR,Home,Ari,W 27-0,12.5,0/0,0,0,0,0,0,0,5,139,1,5,0,0,0,24.9
Josh Allen,Buf,QB,Away,Cin,L 18-24,22.5,26/38,258,1,1,8,44,1,0,0,0,0,0,0,0,24.72
Cole Kmet,Chi,TE,Away,NO,L 17-24,9.1,0/0,0,0,0,0,0,0,6,55,2,8,0,0,0,23.5
Cade Otton,TB,TE,Away,Hou,L 37-39,7.3,0/0,0,0,0,0,0,0,6,70,2,9,0,1,0,23.0
Rhamondre Stevenson,NE,RB,Home,Wsh,L 17-20,14.8,0/0,0,0,0,9,87,1,4,42,0,6,0,0,0,22.9
Stefon Diggs,Buf,WR,Away,Cin,L 18-24,22.9,0/0,0,0,0,0,0,0,6,86,1,7,0,0,0,22.6
Joe Burrow,Cin,QB,Home,Buf,W 24-18,18.2,31/44,348,2,0,5,4,0,0,0,0,0,0,0,0,22.32
Jake Ferguson,Dal,TE,Away,Phi,L 23-28,8.5,0/0,0,0,0,0,0,0,7,91,1,10,0,0,0,22.1
Diontae Johnson,Pit,WR,Home,Ten,W 20-16,13.9,0/0,0,0,0,0,0,0,7,90,1,9,0,0,0,22.0
Josh Jacobs,LV,RB,Home,NYG,W 30-6,16.9,0/0,0,0,0,26,98,2,0,0,0,0,0,0,0,21.8
Austin Ekeler,LAC,RB,Away,NYJ,W 27-6,18.3,0/0,0,0,0,14,47,2,2,23,0,7,0,0,0,21.0
Jonnu Smith,Atl,TE,Home,Min,L 28-31,6.9,0/0,0,0,0,1,0,0,5,100,1,6,0,0,0,21.0
Taysom Hill,NO,TE,Home,Chi,W 24-17,6.7,1/1,3,1,0,11,52,0,4,13,1,5,0,0,0,20.62
Keaton Mitchell,Bal,RB,Home,Sea,W 37-3,0.0,0/0,0,0,0,9,138,1,1,-4,0,1,0,0,0,20.4
A.J. Brown,Phi,WR,Home,Dal,W 28-23,20.0,0/0,0,0,0,0,0,0,7,66,1,9,0,0,0,19.6
Derrick Henry,Ten,RB,Away,Pit,L 16-20,16.0,0/0,0,0,0,17,75,1,3,27,0,4,0,0,0,19.2
Tee Higgins,Cin,WR,Home,Buf,W 24-18,12.5,0/0,0,0,0,0,0,0,8,110,0,9,0,0,0,19.0
Baker Mayfield,TB,QB,Away,Hou,L 37-39,16.0,21/30,265,2,0,4,4,0,0,0,0,0,0,0,0,19.0
Deshaun Watson,Cle,QB,Home,Ari,W 27-0,15.4,19/30,219,2,0,3,22,0,0,0,0,0,0,0,0,18.96
Jonathan Taylor,Ind,RB,Away,Car,W 27-13,16.6,0/0,0,0,0,18,47,0,5,22,1,5,0,0,0,17.9
Aaron Jones,GB,RB,Home,LAR,W 20-3,13.6,0/0,0,0,0,20,73,1,4,26,0,6,0,1,0,17.9
Joe Mixon,Cin,RB,Home,Buf,W 24-18,15.2,0/0,0,0,0,14,37,1,5,31,0,6,0,0,0,17.8
Sam Howell,Wsh,QB,Away,NE,W 20-17,16.5,29/45,325,1,1,5,27,0,0,0,0,0,0,0,0,17.7
Alexander Mattison,Min,RB,Away,Atl,W 31-28,10.5,0/0,0,0,0,16,44,0,2,49,1,2,0,0,0,17.3
Gus Edwards,Bal,RB,Home,Sea,W 37-3,12.7,0/0,0,0,0,5,52,2,0,0,0,0,0,0,0,17.2
Mark Andrews,Bal,TE,Home,Sea,W 37-3,12.2,0/0,0,0,0,0,0,0,9,80,0,10,0,0,0,17.0
Jahan Dotson,Wsh,WR,Away,NE,W 20-17,11.3,0/0,0,0,0,0,0,0,4,69,1,8,0,0,0,16.9
Derek Carr,NO,QB,Home,Chi,W 24-17,14.5,25/34,211,2,0,3,3,0,0,0,0,0,0,0,0,16.74
Chris Olave,NO,WR,Home,Chi,W 24-17,14.9,0/0,0,0,0,0,0,0,6,46,1,8,0,0,0,16.6
Dalton Kincaid,Buf,TE,Away,Cin,L 18-24,11.4,0/0,0,0,0,0,0,0,10,81,0,11,0,1,0,16.1
Patrick Mahomes,KC,QB,Home,Mia,W 21-14,21.8,20/30,185,2,0,6,24,0,0,0,0,0,0,1,0,15.8
Tyson Bagent,Chi,QB,Away,NO,L 17-24,12.1,18/30,220,2,3,8,70,0,0,0,0,0,0,1,0,15.8
Keenan Allen,LAC,WR,Away,NYJ,W 27-6,17.6,0/0,0,0,0,0,0,0,8,77,0,9,0,0,0,15.7
Najee Harris,Pit,RB,Home,Ten,W 20-16,10.6,0/0,0,0,0,16,69,1,2,7,0,4,0,0,0,15.6
Taylor Heinicke,Atl,QB,Home,Min,L 28-31,13.5,21/38,268,1,1,3,20,0,0,0,0,0,0,0,0,14.72
Odell Beckham Jr.,Bal,WR,Home,Sea,W 37-3,8.1,0/0,0,0,0,0,0,0,5,56,1,7,0,1,0,14.6
Raheem Mostert,Mia,RB,Away,KC,L 14-21,15.9,0/0,0,0,0,12,85,1,0,0,0,1,0,0,0,14.5
Michael Pittman Jr.,Ind,WR,Away,Car,W 27-13,14.2,0/0,0,0,0,0,0,0,8,64,0,8,0,0,0,14.4
Nico Collins,Hou,WR,Home,TB,W 39-37,14.2,0/0,0,0,0,0,0,0,3,54,1,5,0,0,0,14.4
Saquon Barkley,NYG,RB,Away,LV,L 6-30,18.3,0/0,0,0,0,16,90,0,3,23,0,4,0,0,0,14.3
Jaylen Warren,Pit,RB,Home,Ten,W 20-16,10.3,0/0,0,0,0,11,88,0,3,25,0,3,0,0,0,14.3
DeVonta Smith,Phi,WR,Home,Dal,W 28-23,13.4,0/0,0,0,0,0,0,0,3,51,1,3,0,0,0,14.1
Luke Musgrave,GB,TE,Home,LAR,W 20-3,7.0,0/0,0,0,0,0,0,0,3,51,1,4,0,0,0,14.1
T.J. Hockenson,Min,TE,Away,Atl,W 31-28,12.5,0/0,0,0,0,0,0,0,7,69,0,12,0,0,0,13.9
Hunter Henry,NE,TE,Home,Wsh,L 17-20,6.0,0/0,0,0,0,0,0,0,4,39,1,6,0,0,0,13.9
Juwan Johnson,NO,TE,Home,Chi,W 24-17,5.8,0/0,0,0,0,0,0,0,5,29,1,5,0,0,0,13.9
Jalen Tolbert,Dal,WR,Away,Phi,L 23-28,1.8,0/0,0,0,0,0,0,0,3,49,1,5,0,0,0,13.9
Jordan Love,GB,QB,Home,LAR,W 20-3,14.7,20/26,228,1,0,4,7,0,0,0,0,0,0,0,0,13.82
Jakobi Meyers,LV,WR,Home,NYG,W 30-6,12.3,0/0,0,0,0,1,17,1,2,38,0,5,0,0,0,13.5
Wan'Dale Robinson,NYG,WR,Away,LV,L 6-30,7.0,0/0,0,0,0,0,0,0,4,35,1,5,0,0,0,13.5
Darnell Mooney,Chi,WR,Away,NO,L 17-24,6.0,0/0,0,0,0,0,0,0,5,82,0,6,0,0,0,13.2
Garrett Wilson,NYJ,WR,Home,LAC,L 6-27,16.1,0/0,0,0,0,0,0,0,7,80,0,13,0,1,0,13.0
Mike Evans,TB,WR,Away,Hou,L 37-39,15.2,0/0,0,0,0,0,0,0,4,87,0,5,0,0,0,12.7
Jerome Ford,Cle,RB,Home,Ari,W 27-0,11.0,0/0,0,0,0,20,44,0,5,33,0,7,0,0,0,12.7
Antonio Gibson,Wsh,RB,Away,NE,W 20-17,6.4,0/0,0,0,0,6,34,0,5,42,0,5,0,0,0,12.6
Tyler Conklin,NYJ,TE,Home,LAC,L 6-27,6.9,0/0,0,0,0,0,0,0,6,66,0,6,0,0,0,12.6
David Njoku,Cle,TE,Home,Ari,W 27-0,10.4,0/0,0,0,0,0,0,0,4,26,1,6,0,0,0,12.6
Tyreek Hill,Mia,WR,Away,KC,L 14-21,24.5,0/0,0,0,0,1,3,0,8,62,0,10,0,1,0,12.5
Tua Tagovailoa,Mia,QB,Away,KC,L 14-21,19.2,21/34,193,1,0,2,7,0,0,0,0,0,0,0,0,12.42
Terry McLaurin,Wsh,WR,Away,NE,W 20-17,14.9,0/0,0,0,0,0,0,0,5,73,0,8,0,0,0,12.3
Jaxon Smith-Njigba,Sea,WR,Away,Bal,L 3-37,7.5,0/0,0,0,0,0,0,0,6,63,0,7,0,0,0,12.3
Drew Sample,Cin,TE,Home,Buf,W 24-18,1.2,0/0,0,0,0,0,0,0,3,30,1,4,0,0,0,12.0
Brian Robinson Jr.,Wsh,RB,Away,NE,W 20-17,9.4,0/0,0,0,0,18,63,1,1,4,0,2,0,1,0,11.7
Irv Smith Jr.,Cin,TE,Home,Buf,W 24-18,6.8,0/0,0,0,0,0,0,0,3,26,1,4,0,0,0,11.6
Lamar Jackson,Bal,QB,Home,Sea,W 37-3,20.3,21/26,187,0,0,10,60,0,0,0,0,0,0,1,0,11.48
JuJu Smith-Schuster,NE,WR,Home,Wsh,L 17-20,7.8,0/0,0,0,0,0,0,0,6,51,0,7,0,0,0,11.1
Mac Jones,NE,QB,Home,Wsh,L 17-20,13.4,24/44,220,1,1,3,3,0,0,0,0,0,0,0,0,11.1
Alvin Kamara,NO,RB,Home,Chi,W 24-17,18.2,0/0,0,0,0,9,26,0,4,44,0,5,0,0,0,11.0
Tyler Allgeier,Atl,RB,Home,Min,L 28-31,7.1,0/0,0,0,0,12,39,1,2,-9,0,3,0,0,0,11.0
Kyle Philips,Ten,WR,Away,Pit,L 16-20,3.2,0/0,0,0,0,0,0,0,4,68,0,5,0,0,0,10.8
Chuba Hubbard,Car,RB,Home,Ind,L 13-27,9.9,0/0,0,0,0,16,58,0,4,9,0,6,0,0,0,10.7
DeAndre Hopkins,Ten,WR,Away,Pit,L 16-20,14.4,0/0,0,0,0,1,5,0,4,60,0,11,0,0,0,10.5
Demario Douglas,NE,WR,Home,Wsh,L 17-20,10.5,0/0,0,0,0,1,0,0,5,55,0,7,0,0,0,10.5
Jerick McKinnon,KC,RB,Home,Mia,W 21-14,8.3,0/0,0,0,0,1,2,0,2,22,1,2,0,0,0,10.4
Kenny Pickett,Pit,QB,Home,Ten,W 20-16,15.4,19/30,160,1,0,1,-1,0,0,0,0,0,0,0,0,10.3
Jordan Addison,Min,WR,Away,Atl,W 31-28,12.5,0/0,0,0,0,0,0,0,5,52,0,7,0,0,0,10.2
Cedrick Wilson Jr.,Mia,WR,Away,KC,L 14-21,3.4,0/0,0,0,0,0,0,0,1,31,1,5,0,0,0,10.1
Breece Hall,NYJ,RB,Home,LAC,L 6-27,16.2,0/0,0,0,0,16,50,0,4,10,0,4,0,0,0,10.0
Darius Slayton,NYG,WR,Away,LV,L 6-30,6.6,0/0,0,0,0,0,0,0,4,59,0,7,0,0,0,9.9
Kareem Hunt,Cle,RB,Home,Ari,W 27-0,8.2,0/0,0,0,0,14,38,1,0,0,0,1,0,0,0,9.8
Rashee Rice,KC,WR,Home,Mia,W 21-14,10.7,0/0,0,0,0,0,0,0,2,17,1,2,0,0,0,9.7
Khalil Shakir,Buf,WR,Away,Cin,L 18-24,8.0,0/0,0,0,0,0,0,0,4,57,0,4,0,0,0,9.7
Kyle Pitts,Atl,TE,Home,Min,L 28-31,8.6,0/0,0,0,0,0,0,0,4,56,0,5,0,0,0,9.6
Gardner Minshew,Ind,QB,Away,Car,W 27-13,14.2,17/26,127,1,0,5,5,0,0,0,0,0,0,0,0,9.58
Brandon Powell,Min,WR,Away,Atl,W 31-28,6.2,0/0,0,0,0,0,0,0,2,15,1,3,0,0,0,9.5
D'Andre Swift,Phi,RB,Home,Dal,W 28-23,14.5,0/0,0,0,0,18,43,0,2,31,0,2,0,0,0,9.4
Tony Pollard,Dal,RB,Away,Phi,L 23-28,15.9,0/0,0,0,0,12,51,0,3,12,0,5,0,0,0,9.3
Kenneth Gainwell,Phi,RB,Home,Dal,W 28-23,6.5,0/0,0,0,0,3,22,1,1,1,0,1,0,0,0,9.3
Miles Sanders,Car,RB,Home,Ind,L 13-27,7.0,0/0,0,0,0,6,39,0,3,22,0,5,0,0,0,9.1
Bryce Young,Car,QB,Home,Ind,L 13-27,14.7,24/39,173,1,3,5,41,0,0,0,0,0,0,0,0,9.02
KhaDarel Hodge,Atl,WR,Home,Min,L 28-31,4.0,0/0,0,0,0,0,0,0,3,60,0,6,0,0,0,9.0
DJ Chark Jr.,Car,WR,Home,Ind,L 13-27,7.6,0/0,0,0,0,0,0,0,2,9,1,3,0,0,0,8.9
Tommy DeVito,NYG,QB,Away,LV,L 6-30,0.0,15/20,175,1,2,4,17,0,0,0,0,0,0,0,0,8.7
Will Levis,Ten,QB,Away,Pit,L 16-20,15.0,22/39,262,0,1,1,2,0,0,0,0,0,0,0,0,8.68
Tyler Boyd,Cin,WR,Home,Buf,W 24-18,8.9,0/0,0,0,0,0,0,0,3,56,0,5,0,0,0,8.6
Tanner Hudson,Cin,TE,Home,Buf,W 24-18,0.0,0/0,0,0,0,0,0,0,4,45,0,5,0,0,0,8.5
Byron Pringle,Wsh,WR,Away,NE,W 20-17,1.8,0/0,0,0,0,0,0,0,3,55,0,4,0,0,0,8.5
Jaylen Waddle,Mia,WR,Away,KC,L 14-21,16.2,0/0,0,0,0,1,12,0,3,42,0,6,0,0,0,8.4
Michael Carter,Ari,RB,Away,Cle,L 0-27,3.2,0/0,0,0,0,0,0,0,6,24,0,6,0,0,0,8.4
Aidan O'Connell,LV,QB,Home,NYG,W 30-6,11.7,16/25,209,0,0,0,0,0,0,0,0,0,0,0,0,8.36
D'Onta Foreman,Chi,RB,Away,NO,L 17-24,8.1,0/0,0,0,0,20,83,0,0,0,0,0,0,0,0,8.3
Isaiah Likely,Bal,TE,Home,Sea,W 37-3,1.0,0/0,0,0,0,0,0,0,4,42,0,4,0,0,0,8.2
Ja'Marr Chase,Cin,WR,Home,Buf,W 24-18,22.9,0/0,0,0,0,0,0,0,4,41,0,8,0,0,0,8.1
Trey Palmer,TB,WR,Away,Hou,L 37-39,6.1,0/0,0,0,0,0,0,0,3,51,0,4,0,0,0,8.1
Dallas Goedert,Phi,TE,Home,Dal,W 28-23,10.8,0/0,0,0,0,0,0,0,3,50,0,4,0,0,0,8.0
Adam Thielen,Car,WR,Home,Ind,L 13-27,16.9,0/0,0,0,0,0,0,0,5,29,0,6,0,0,0,7.9
James Cook,Buf,RB,Away,Cin,L 18-24,12.8,0/0,0,0,0,6,20,0,4,19,0,4,0,0,0,7.9
Tre Tucker,LV,WR,Home,NYG,W 30-6,0.9,0/0,0,0,0,1,4,0,2,52,0,3,0,0,0,7.6
KaVontae Turpin,Dal,WR,Away,Phi,L 23-28,1.5,0/0,0,0,0,1,0,0,1,5,1,1,0,0,0,7.5
Davante Adams,LV,WR,Home,NYG,W 30-6,14.0,0/0,0,0,0,0,0,0,4,34,0,7,0,0,0,7.4
Hayden Hurst,Car,TE,Home,Ind,L 13-27,4.3,0/0,0,0,0,0,0,0,2,54,0,4,0,0,0,7.4
Daniel Bellinger,NYG,TE,Away,LV,L 6-30,5.3,0/0,0,0,0,0,0,0,3,43,0,3,0,0,0,7.3
Zach Wilson,NYJ,QB,Home,LAC,L 6-27,14.7,33/49,263,0,0,2,7,0,0,0,0,0,0,2,0,7.22
Justin Herbert,LAC,QB,Away,NYJ,W 27-6,18.0,16/30,136,0,0,3,17,0,0,0,0,0,0,0,0,7.14
Logan Thomas,Wsh,TE,Away,NE,W 20-17,9.5,0/0,0,0,0,0,0,0,4,31,0,5,0,0,0,7.1
Jayden Reed,GB,WR,Home,LAR,W 20-3,7.7,0/0,0,0,0,1,21,0,3,19,0,3,0,0,0,7.0
Derius Davis,LAC,WR,Away,NYJ,W 27-6,6.3,0/0,0,0,0,0,0,0,1,0,0,1,0,0,1,7.0
Dontayvion Wicks,GB,WR,Home,LAR,W 20-3,3.4,0/0,0,0,0,0,0,0,4,49,0,4,0,1,0,6.9
Cooper Kupp,LAR,WR,Away,GB,L 3-20,16.6,0/0,0,0,0,0,0,0,2,48,0,7,0,0,0,6.8
Jeff Wilson Jr.,Mia,RB,Away,KC,L 14-21,7.2,0/0,0,0,0,2,6,0,3,32,0,4,0,0,0,6.8
Stephen Sullivan,Car,TE,Home,Ind,L 13-27,1.7,0/0,0,0,0,0,0,0,4,28,0,5,0,0,0,6.8
Cam Akers,Min,RB,Away,Atl,W 31-28,7.0,0/0,0,0,0,8,25,0,3,13,0,3,0,0,0,6.8
Isiah Pacheco,KC,RB,Home,Mia,W 21-14,13.7,0/0,0,0,0,16,66,0,0,0,0,1,0,0,0,6.6
Romeo Doubs,GB,WR,Home,LAR,W 20-3,9.0,0/0,0,0,0,0,0,0,3,36,0,3,0,0,0,6.6
Mack Hollins,Atl,WR,Home,Min,L 28-31,3.6,0/0,0,0,0,0,0,0,3,36,0,3,0,0,0,6.6
Marquise Brown,Ari,WR,Away,Cle,L 0-27,12.5,0/0,0,0,0,0,0,0,4,24,0,8,0,0,0,6.4
Noah Gray,KC,TE,Home,Mia,W 21-14,4.2,0/0,0,0,0,0,0,0,3,34,0,3,0,0,0,6.4
Tyler Huntley,Bal,QB,Home,Sea,W 37-3,0.0,5/7,38,1,0,4,8,0,0,0,0,0,0,0,0,6.32
Jamison Crowder,Wsh,WR,Away,NE,W 20-17,7.1,0/0,0,0,0,0,0,0,4,23,0,6,0,0,0,6.3
Puka Nacua,LAR,WR,Away,GB,L 3-20,15.2,0/0,0,0,0,0,0,0,3,32,0,7,0,0,0,6.2
Tyler Lockett,Sea,WR,Away,Bal,L 3-37,13.0,0/0,0,0,0,0,0,0,3,32,0,8,0,0,0,6.2
Ezekiel Elliott,NE,RB,Home,Wsh,L 17-20,7.5,0/0,0,0,0,6,17,0,3,15,0,5,0,0,0,6.2
Tyjae Spears,Ten,RB,Away,Pit,L 16-20,7.9,0/0,0,0,0,5,18,0,4,4,0,6,0,0,0,6.2
DK Metcalf,Sea,WR,Away,Bal,L 3-37,14.7,0/0,0,0,0,0,0,0,1,50,0,4,0,0,0,6.0
Bijan Robinson,Atl,RB,Home,Min,L 28-31,15.3,0/0,0,0,0,11,51,0,2,8,0,4,0,1,0,5.9
Chigoziem Okonkwo,Ten,TE,Away,Pit,L 16-20,8.3,0/0,0,0,0,0,0,0,3,28,0,4,0,0,0,5.8
Rashod Bateman,Bal,WR,Home,Sea,W 37-3,5.3,0/0,0,0,0,0,0,0,3,28,0,5,0,0,0,5.8
Darrell Henderson Jr.,LAR,RB,Away,GB,L 3-20,11.1,0/0,0,0,0,10,19,0,2,16,0,2,0,0,0,5.5
DJ Moore,Chi,WR,Away,NO,L 17-24,14.5,0/0,0,0,0,0,0,0,3,44,0,5,0,1,0,5.4
Skyy Moore,KC,WR,Home,Mia,W 21-14,5.8,0/0,0,0,0,0,0,0,2,33,0,3,0,0,0,5.3
Dyami Brown,Wsh,WR,Away,NE,W 20-17,4.5,0/0,0,0,0,0,0,0,2,33,0,4,0,0,0,5.3
AJ Dillon,GB,RB,Home,LAR,W 20-3,8.6,0/0,0,0,0,9,40,0,1,3,0,1,0,0,0,5.3
Tutu Atwell,LAR,WR,Away,GB,L 3-20,7.2,0/0,0,0,0,0,0,0,4,13,0,7,0,0,0,5.3
Trey McBride,Ari,TE,Away,Cle,L 0-27,9.0,0/0,0,0,0,0,0,0,3,22,0,5,0,0,0,5.2
Rashid Shaheed,NO,WR,Home,Chi,W 24-17,8.5,0/0,0,0,0,0,0,0,3,22,0,3,0,0,0,5.2
Hunter Renfrow,LV,WR,Home,NYG,W 30-6,3.2,0/0,0,0,0,0,0,0,2,32,0,3,0,0,0,5.2
Xavier Gipson,NYJ,WR,Home,LAC,L 6-27,2.8,0/0,0,0,0,0,0,0,2,32,0,2,0,0,0,5.2
Treylon Burks,Ten,WR,Away,Pit,L 16-20,7.0,0/0,0,0,0,1,5,0,2,23,0,3,0,0,0,4.8
Christian Watson,GB,WR,Home,LAR,W 20-3,11.1,0/0,0,0,0,0,0,0,1,37,0,2,0,0,0,4.7
Durham Smythe,Mia,TE,Away,KC,L 14-21,3.8,0/0,0,0,0,0,0,0,3,17,0,3,0,0,0,4.7
Devin Singletary,Hou,RB,Home,TB,W 39-37,11.0,0/0,0,0,0,13,26,0,2,0,0,2,0,0,0,4.6
Ameer Abdullah,LV,RB,Home,NYG,W 30-6,1.9,0/0,0,0,0,2,8,0,2,17,0,2,0,0,0,4.5
Travis Kelce,KC,TE,Home,Mia,W 21-14,19.5,0/0,0,0,0,0,0,0,3,14,0,4,0,0,0,4.4
Emanuel Wilson,GB,RB,Home,LAR,W 20-3,0.0,0/0,0,0,0,4,43,0,0,0,0,0,0,0,0,4.3
Jaren Hall,Min,QB,Away,Atl,W 31-28,12.5,5/6,78,0,0,2,11,0,0,0,0,0,0,0,0,4.22
Marquez Valdes-Scantling,KC,WR,Home,Mia,W 21-14,7.5,0/0,0,0,0,0,0,0,2,22,0,3,0,0,0,4.2
Kendre Miller,NO,RB,Home,Chi,W 24-17,2.3,0/0,0,0,0,1,0,0,1,31,0,1,0,0,0,4.1
Darrynton Evans,Chi,RB,Away,NO,L 17-24,4.3,0/0,0,0,0,1,2,0,2,19,0,2,0,0,0,4.1
Justice Hill,Bal,RB,Home,Sea,W 37-3,6.2,0/0,0,0,0,13,40,0,0,0,0,1,0,0,0,4.0
Mecole Hardman Jr.,KC,WR,Home,Mia,W 21-14,4.2,0/0,0,0,0,0,0,0,3,10,0,3,0,0,0,4.0
Michael Gallup,Dal,WR,Away,Phi,L 23-28,8.6,0/0,0,0,0,0,0,0,2,19,0,3,0,0,0,3.9
Jalin Hyatt,NYG,WR,Away,LV,L 6-30,6.1,0/0,0,0,0,0,0,0,2,19,0,5,0,0,0,3.9
Chris Moore,Ten,WR,Away,Pit,L 16-20,0.5,0/0,0,0,0,0,0,0,1,29,0,2,0,0,0,3.9
Gerald Everett,LAC,TE,Away,NYJ,W 27-6,7.5,0/0,0,0,0,0,0,0,2,18,0,2,0,0,0,3.8
Allen Lazard,NYJ,WR,Home,LAC,L 6-27,7.2,0/0,0,0,0,0,0,0,2,18,0,6,0,0,0,3.8
K.J. Osborn,Min,WR,Away,Atl,W 31-28,8.9,0/0,0,0,0,0,0,0,2,17,0,2,0,0,0,3.7
Chris Godwin,TB,WR,Away,Hou,L 37-39,13.3,0/0,0,0,0,0,0,0,2,16,0,6,0,0,0,3.6
Quentin Johnston,LAC,WR,Away,NYJ,W 27-6,8.4,0/0,0,0,0,1,2,0,2,14,0,3,0,0,0,3.6
Connor Heyward,Pit,TE,Home,Ten,W 20-16,7.2,0/0,0,0,0,0,0,0,2,16,0,3,0,0,0,3.6
Parris Campbell,NYG,WR,Away,LV,L 6-30,0.8,0/0,0,0,0,0,0,0,2,15,0,2,0,0,0,3.5
Justin Watson,KC,WR,Home,Mia,W 21-14,4.9,0/0,0,0,0,0,0,0,2,15,0,5,0,0,0,3.5
Elijah Moore,Cle,WR,Home,Ari,W 27-0,9.0,0/0,0,0,0,0,0,0,2,14,0,2,0,0,0,3.4
Nick Westbrook-Ikhine,Ten,WR,Away,Pit,L 16-20,3.4,0/0,0,0,0,0,0,0,1,23,0,1,0,0,0,3.3
Foster Moreau,NO,TE,Home,Chi,W 24-17,1.8,0/0,0,0,0,0,0,0,1,23,0,1,0,0,0,3.3
Jamaal Williams,NO,RB,Home,Chi,W 24-17,3.6,0/0,0,0,0,3,6,0,2,6,0,3,0,0,0,3.2
Royce Freeman,LAR,RB,Away,GB,L 3-20,7.5,0/0,0,0,0,12,32,0,0,0,0,1,0,0,0,3.2
Joshua Kelley,LAC,RB,Away,NYJ,W 27-6,3.8,0/0,0,0,0,3,18,0,1,4,0,1,0,0,0,3.2
Salvon Ahmed,Mia,RB,Away,KC,L 14-21,4.7,0/0,0,0,0,3,4,0,2,8,0,3,0,0,0,3.2
Tommy Tremble,Car,TE,Home,Ind,L 13-27,3.5,0/0,0,0,0,0,0,0,2,12,0,2,0,0,0,3.2
Trishton Jackson,Min,WR,Away,Atl,W 31-28,0.0,0/0,0,0,0,0,0,0,1,2,0,3,0,0,0,3.2
Michael Mayer,LV,TE,Home,NYG,W 30-6,5.6,0/0,0,0,0,0,0,0,2,11,0,2,0,0,0,3.1
C.J. Uzomah,NYJ,TE,Home,LAC,L 6-27,2.1,0/0,0,0,0,0,0,0,2,11,0,5,0,0,0,3.1
Devin Duvernay,Bal,WR,Home,Sea,W 37-3,0.7,0/0,0,0,0,0,0,0,2,10,0,2,0,0,0,3.0
Dare Ogunbowale,Hou,RB,Home,TB,W 39-37,2.6,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Drew Ogletree,Ind,TE,Away,Car,W 27-13,2.1,0/0,0,0,0,0,0,0,1,19,0,3,0,0,0,2.9
Kadarius Toney,KC,WR,Home,Mia,W 21-14,3.1,0/0,0,0,0,0,0,0,1,18,0,1,0,0,0,2.8
Johnny Mundt,Min,TE,Away,Atl,W 31-28,1.0,0/0,0,0,0,0,0,0,1,18,0,1,0,0,0,2.8
Kenneth Walker III,Sea,RB,Away,Bal,L 3-37,15.2,0/0,0,0,0,9,16,0,1,1,0,2,0,0,0,2.7
Tony Jones Jr.,Ari,RB,Away,Cle,L 0-27,6.3,0/0,0,0,0,3,2,0,2,5,0,3,0,0,0,2.7
